# theta, omega
4.878626889520485954e-01 -2.615069859062640411e-07
4.887307720284757018e-01 -2.615384501634721578e-07
4.895988551049028636e-01 -2.616042176621924754e-07
4.904669381813299700e-01 -2.610741654571649786e-07
4.913350212577571319e-01 -2.614023822950399023e-07
4.922031043341842382e-01 -2.610972849194235823e-07
4.930711874106114001e-01 -2.609282482944967247e-07
4.939392704870385065e-01 -2.612211854182058051e-07
4.948073535634656683e-01 -2.606949615630470830e-07
4.956754366398927747e-01 -2.608987920498988952e-07
4.965435197163198811e-01 -2.608215282526428889e-07
4.974116027927470429e-01 -2.604493251728899788e-07
4.982796858691741493e-01 -2.608442376580456716e-07
4.991477689456013112e-01 -2.604637849080178433e-07
5.000158520220284730e-01 -2.605178095474664039e-07
5.008839350984555239e-01 -2.607151968645933814e-07
5.017520181748826857e-01 -2.602511164793505457e-07
5.026201012513098476e-01 -2.605991610900935128e-07
5.034881843277370095e-01 -2.604006165923481265e-07
5.043562674041640603e-01 -2.602313624145727708e-07
5.052243504805912222e-01 -2.606096875277728673e-07
5.060924335570183841e-01 -2.601860186734286317e-07
5.069605166334455459e-01 -2.604092673952996109e-07
5.078285997098725968e-01 -2.604452963399165077e-07
5.086966827862997587e-01 -2.600750322690645832e-07
5.095647658627269205e-01 -2.604704533454583157e-07
5.104328489391540824e-01 -2.601497610456290727e-07
5.113009320155811332e-01 -2.601661598138616774e-07
5.121690150920082951e-01 -2.604366844650820313e-07
5.130370981684354570e-01 -2.600108508318439755e-07
5.139051812448625078e-01 -2.603447945467181968e-07
5.147732643212896697e-01 -2.602128603791068775e-07
5.156413473977168316e-01 -2.599910241188608475e-07
5.165094304741439935e-01 -2.603747831810547558e-07
5.173775135505710443e-01 -2.599913525904990880e-07
5.182455966269982062e-01 -2.601877962747610253e-07
5.191136797034253680e-01 -2.603169847500744183e-07
5.199817627798525299e-01 -2.599622688487714574e-07
5.208498458562795808e-01 -2.603605425197331604e-07
5.217179289327067426e-01 -2.600986462712189090e-07
5.225860120091339045e-01 -2.600629003521879866e-07
5.234540950855610664e-01 -2.603786723608258775e-07
5.243221781619881172e-01 -2.599906335353765519e-07
5.251902612384152791e-01 -2.603200588465363639e-07
5.260583443148424410e-01 -2.602804465410859986e-07
5.269264273912696028e-01 -2.600359275803522866e-07
5.277945104676966537e-01 -2.604197874833671535e-07
5.286625935441238155e-01 -2.600568710136838098e-07
5.295306766205509774e-01 -2.601847792638819073e-07
5.303987596969780283e-01 -2.603603684364257801e-07
5.312668427734051901e-01 -2.600007327563114377e-07
5.321349258498323520e-01 -2.603810329782253187e-07
5.330030089262595139e-01 -2.601644208800051484e-07
5.338710920026865647e-01 -2.600497868424157910e-07
5.347391750791137266e-01 -2.603503889876229497e-07
5.356072581555408885e-01 -2.599392546627767360e-07
5.364753412319680503e-01 -2.601975187781733610e-07
5.373434243083951012e-01 -2.602037408924401353e-07
5.382115073848222631e-01 -2.599229386202157659e-07
5.390795904612494249e-01 -2.602928943129730884e-07
5.399476735376765868e-01 -2.599443897008259779e-07
5.408157566141036376e-01 -2.599806984378553850e-07
5.416838396905307995e-01 -2.601620158127897597e-07
5.425519227669579614e-01 -2.597736578835462948e-07
5.434200058433851233e-01 -2.601194079104120242e-07
5.442880889198121741e-01 -2.599623369220334895e-07
5.451561719962393360e-01 -2.598034098191998831e-07
5.460242550726664978e-01 -2.601101044311703406e-07
5.468923381490936597e-01 -2.596941328275087567e-07
5.477604212255207106e-01 -2.598734332785803710e-07
5.486285043019478724e-01 -2.599093917620710068e-07
5.494965873783750343e-01 -2.595951177932573570e-07
5.503646704548020852e-01 -2.599578775456641647e-07
5.512327535312292470e-01 -2.596521719764867524e-07
5.521008366076564089e-01 -2.596198883278034004e-07
5.529689196840835708e-01 -2.598024694707749761e-07
5.538370027605106216e-01 -2.593700920259962240e-07
5.547050858369377835e-01 -2.596406703236112232e-07
5.555731689133649454e-01 -2.595097286022285059e-07
5.564412519897921072e-01 -2.592948059421997467e-07
5.573093350662191581e-01 -2.595999787611388779e-07
5.581774181426463199e-01 -2.591880481957362314e-07
5.590455012190734818e-01 -2.592802616074802475e-07
5.599135842955006437e-01 -2.593179474345361467e-07
5.607816673719276945e-01 -2.589435345386290150e-07
5.616497504483548564e-01 -2.592669070497008443e-07
5.625178335247820183e-01 -2.590022799982805119e-07
5.633859166012091801e-01 -2.589248468203656978e-07
5.642539996776362310e-01 -2.591371871112983191e-07
5.651220827540633929e-01 -2.586992020812933758e-07
5.659901658304905547e-01 -2.589086950569700178e-07
5.668582489069176056e-01 -2.588077344005185349e-07
5.677263319833447675e-01 -2.585476159812546084e-07
5.685944150597719293e-01 -2.588638139292202276e-07
5.694624981361990912e-01 -2.584981668022590599e-07
5.703305812126261420e-01 -2.585499075905965043e-07
5.711986642890533039e-01 -2.586236284586172021e-07
5.720667473654804658e-01 -2.582131113160484700e-07
5.729348304419076277e-01 -2.584863702320764874e-07
5.738029135183346785e-01 -2.582482502162348367e-07
5.746709965947618404e-01 -2.581184370459496110e-07
5.755390796711890022e-01 -2.583584999773492309e-07
5.764071627476161641e-01 -2.579365751769656263e-07
5.772752458240432150e-01 -2.580954629678833376e-07
5.781433289004703768e-01 -2.580199591490134114e-07
5.790114119768975387e-01 -2.576992374436662986e-07
5.798794950533247006e-01 -2.579900678839749931e-07
5.807475781297517514e-01 -2.576522457129901672e-07
5.816156612061789133e-01 -2.576611093842799407e-07
5.824837442826060752e-01 -2.577808478675552567e-07
5.833518273590331260e-01 -2.573607419112270971e-07
5.842199104354602879e-01 -2.575882931658177845e-07
5.850879935118874497e-01 -2.573681374347834936e-07
5.859560765883146116e-01 -2.571678799543051187e-07
5.868241596647416625e-01 -2.574090066237706473e-07
5.876922427411688243e-01 -2.570031266877150982e-07
5.885603258175959862e-01 -2.571208242403216570e-07
5.894284088940231481e-01 -2.570861215029654035e-07
5.902964919704501989e-01 -2.567205341921432467e-07
5.911645750468773608e-01 -2.569723221190318558e-07
5.920326581233045227e-01 -2.566441465422292582e-07
5.929007411997316845e-01 -2.565911620873199150e-07
5.937688242761587354e-01 -2.567474966991779882e-07
5.946369073525858973e-01 -2.563425103342608306e-07
5.955049904290130591e-01 -2.565541795577967355e-07
5.963730735054402210e-01 -2.563863816322125103e-07
5.972411565818672718e-01 -2.561431408591670890e-07
5.981092396582944337e-01 -2.563895670478020389e-07
5.989773227347215956e-01 -2.560132595197721239e-07
5.998454058111486464e-01 -2.561093102592046485e-07
6.007134888875758083e-01 -2.561516453746278618e-07
6.015815719640029702e-01 -2.557998393247766775e-07
6.024496550404301320e-01 -2.560570665882098300e-07
6.033177381168571829e-01 -2.557732768419462948e-07
6.041858211932843448e-01 -2.556705189781226634e-07
6.050539042697115066e-01 -2.558531443382461179e-07
6.059219873461386685e-01 -2.554643668444300626e-07
6.067900704225657194e-01 -2.556622196897755667e-07
6.076581534989928812e-01 -2.555605088347939927e-07
6.085262365754200431e-01 -2.552911386397342897e-07
6.093943196518472050e-01 -2.555321581581316335e-07
6.102624027282742558e-01 -2.551627348635124310e-07
6.111304858047014177e-01 -2.551943523837166801e-07
6.119985688811285796e-01 -2.552673025681343154e-07
6.128666519575557414e-01 -2.549064046261001023e-07
6.137347350339827923e-01 -2.551516565644541569e-07
6.146028181104099541e-01 -2.549087325833316892e-07
6.154709011868371160e-01 -2.547469766086586228e-07
6.163389842632641669e-01 -2.549222714550287346e-07
6.172070673396913287e-01 -2.545146635545554300e-07
6.180751504161184906e-01 -2.546559546825249273e-07
6.189432334925456525e-01 -2.545931882917892209e-07
6.198113165689727033e-01 -2.542970830072024806e-07
6.206793996453998652e-01 -2.545335036174441823e-07
6.215474827218270271e-01 -2.541791147338270790e-07
6.224155657982541889e-01 -2.541375586966557011e-07
6.232836488746812398e-01 -2.542135968720553786e-07
6.241517319511084017e-01 -2.538234689263044441e-07
6.250198150275355635e-01 -2.540380078404978105e-07
6.258878981039627254e-01 -2.538421889818038810e-07
6.267559811803897762e-01 -2.536456449131593000e-07
6.276240642568169381e-01 -2.538303997766612997e-07
6.284921473332441000e-01 -2.534200834545639225e-07
6.293602304096712619e-01 -2.534987526219183899e-07
6.302283134860983127e-01 -2.534617211058563979e-07
6.310963965625254746e-01 -2.531408991675568624e-07
6.319644796389526364e-01 -2.533813513987488997e-07
6.328325627153796873e-01 -2.530748549303518802e-07
6.337006457918068492e-01 -2.529944758883794028e-07
6.345687288682340110e-01 -2.530907387331025975e-07
6.354368119446611729e-01 -2.526807795552710493e-07
6.363048950210882237e-01 -2.528517252962305578e-07
6.371729780975153856e-01 -2.526949959722883503e-07
6.380410611739425475e-01 -2.524724318473066060e-07
6.389091442503697094e-01 -2.526803975193081386e-07
6.397772273267967602e-01 -2.522960932923856268e-07
6.406453104032239221e-01 -2.523252683311435841e-07
6.415133934796510840e-01 -2.523067413793710198e-07
6.423814765560782458e-01 -2.519468576824037396e-07
6.432495596325052967e-01 -2.521639770178469610e-07
6.441176427089324585e-01 -2.518968483966562914e-07
6.449857257853596204e-01 -2.517852947268387425e-07
6.458538088617867823e-01 -2.519122985963529197e-07
6.467218919382138331e-01 -2.514992200551398050e-07
6.475899750146409950e-01 -2.516195662273679818e-07
6.484580580910681569e-01 -2.514825559229130999e-07
6.493261411674953187e-01 -2.512157873751623398e-07
6.501942242439223696e-01 -2.514295248623232578e-07
6.510623073203495315e-01 -2.510816011979130398e-07
6.519303903967766933e-01 -2.510808338672437356e-07
6.527984734732037442e-01 -2.510976569972938251e-07
6.536665565496309060e-01 -2.507118106119058665e-07
6.545346396260580679e-01 -2.508925397597164937e-07
6.554027227024852298e-01 -2.506503270793306767e-07
6.562708057789122806e-01 -2.505004443287195065e-07
6.571388888553394425e-01 -2.506595087494033586e-07
6.580069719317666044e-01 -2.502691676813643402e-07
6.588750550081937662e-01 -2.503593023147906188e-07
6.597431380846208171e-01 -2.502518608645639136e-07
6.606112211610479790e-01 -2.499387969711437617e-07
6.614793042374751408e-01 -2.501343002505005292e-07
6.623473873139023027e-01 -2.498093872076579469e-07
6.632154703903293536e-01 -2.497758256616751391e-07
6.640835534667565154e-01 -2.498364773369415515e-07
6.649516365431836773e-01 -2.494482836333648817e-07
6.658197196196108392e-01 -2.495986420594248228e-07
6.666878026960378900e-01 -2.493761437220939580e-07
6.675558857724650519e-01 -2.491720518390658901e-07
6.684239688488922138e-01 -2.493392397500459016e-07
6.692920519253192646e-01 -2.489712613520522049e-07
6.701601350017464265e-01 -2.490425732029477458e-07
6.710282180781735883e-01 -2.489872786958495113e-07
6.718963011546007502e-01 -2.486547584194645272e-07
6.727643842310278011e-01 -2.488358336817242191e-07
6.736324673074549629e-01 -2.485326684245722534e-07
6.745005503838821248e-01 -2.484609425374952571e-07
6.753686334603092867e-01 -2.485665581261886024e-07
6.762367165367363375e-01 -2.482052504601533998e-07
6.771047996131634994e-01 -2.483593743115020184e-07
6.779728826895906613e-01 -2.481949019731005052e-07
6.788409657660178231e-01 -2.479658542483959172e-07
6.797090488424448740e-01 -2.481462118839709176e-07
6.805771319188720359e-01 -2.478078235828684489e-07
6.814452149952991977e-01 -2.478684043138286082e-07
6.823132980717263596e-01 -2.478875546728443798e-07
6.831813811481534104e-01 -2.475787901516000532e-07
6.840494642245805723e-01 -2.477802865354419691e-07
6.849175473010077342e-01 -2.475281456030791879e-07
6.857856303774347850e-01 -2.474282895915091268e-07
6.866537134538619469e-01 -2.475700749223034082e-07
6.875217965302891088e-01 -2.472368682720899087e-07
6.883898796067162706e-01 -2.473996801633094965e-07
6.892579626831433215e-01 -2.473137156231498957e-07
6.901260457595704834e-01 -2.470876731293637425e-07
6.909941288359976452e-01 -2.472894582307635704e-07
6.918622119124248071e-01 -2.469789059817797463e-07
6.927302949888518580e-01 -2.470072141996398869e-07
6.935983780652790198e-01 -2.470741262994189337e-07
6.944664611417061817e-01 -2.467810421058497484e-07
6.953345442181333436e-01 -2.470007546111996091e-07
6.962026272945603944e-01 -2.468115262329751428e-07
6.970707103709875563e-01 -2.466907349325501974e-07
6.979387934474147182e-01 -2.468537703012633953e-07
6.988068765238418800e-01 -2.465284117633887921e-07
6.996749596002689309e-01 -2.466688098838564792e-07
7.005430426766960927e-01 -2.466418688701512724e-07
7.014111257531232546e-01 -2.464218783037459508e-07
7.022792088295503055e-01 -2.466515398051250121e-07
7.031472919059774673e-01 -2.463827497732001353e-07
7.040153749824046292e-01 -2.463764483047622353e-07
7.048834580588317911e-01 -2.464692446908998074e-07
7.057515411352588419e-01 -2.461708564292068624e-07
7.066196242116860038e-01 -2.463851682548482517e-07
7.074877072881131657e-01 -2.462554270160348276e-07
7.083557903645403275e-01 -2.461253410645607270e-07
7.092238734409673784e-01 -2.463154085171737173e-07
7.100919565173945402e-01 -2.460010450053813440e-07
7.109600395938217021e-01 -2.460987894911158582e-07
7.118281226702488640e-01 -2.461001580922824438e-07
7.126962057466759148e-01 -2.458648708885733388e-07
7.135642888231030767e-01 -2.461070309557530648e-07
7.144323718995302386e-01 -2.458886166924939523e-07
7.153004549759574004e-01 -2.458614291071523163e-07
7.161685380523844513e-01 -2.459829097019974021e-07
7.170366211288116132e-01 -2.456765191180057573e-07
7.179047042052387750e-01 -2.458640821094994333e-07
7.187727872816658259e-01 -2.457785318276337614e-07
7.196408703580929878e-01 -2.456418183320039854e-07
7.205089534345201496e-01 -2.458727467516081999e-07
7.213770365109473115e-01 -2.456030357450237373e-07
7.222451195873743623e-01 -2.456832832112004239e-07
7.231132026638015242e-01 -2.457230219751704036e-07
7.239812857402286861e-01 -2.454750848923845270e-07
7.248493688166558480e-01 -2.457197005963214946e-07
7.257174518930828988e-01 -2.455574684827509799e-07
7.265855349695100607e-01 -2.455297754146924351e-07
7.274536180459372225e-01 -2.457047454116943193e-07
7.283217011223643844e-01 -2.454199596669376425e-07
7.291897841987914353e-01 -2.455864593568847694e-07
7.300578672752185971e-01 -2.455343891730353201e-07
7.309259503516457590e-01 -2.453740775404774288e-07
7.317940334280729209e-01 -2.456247711652769802e-07
7.326621165044999717e-01 -2.454002544202056157e-07
7.335301995809271336e-01 -2.454708026518840584e-07
7.343982826573542955e-01 -2.455544178929187935e-07
7.352663657337813463e-01 -2.452934671674970842e-07
7.361344488102085082e-01 -2.455135685470626928e-07
7.370025318866356701e-01 -2.453751727758523752e-07
7.378706149630628319e-01 -2.453180955075368486e-07
7.387386980394898828e-01 -2.455263136463477289e-07
7.396067811159170446e-01 -2.452673774462717354e-07
7.404748641923442065e-01 -2.454161477968797386e-07
7.413429472687713684e-01 -2.453944191601576165e-07
7.422110303451984192e-01 -2.451964183933426470e-07
7.430791134216255811e-01 -2.454327380261756216e-07
7.439471964980527430e-01 -2.452281122252105096e-07
7.448152795744799048e-01 -2.452745351060766475e-07
7.456833626509069557e-01 -2.454022204583634290e-07
7.465514457273341176e-01 -2.451458562500052658e-07
7.474195288037612794e-01 -2.453465117365912391e-07
7.482876118801884413e-01 -2.452271686148602404e-07
7.491556949566154922e-01 -2.451237328359015570e-07
7.500237780330426540e-01 -2.453392688824336737e-07
7.508918611094698159e-01 -2.451002382855917769e-07
7.517599441858969778e-01 -2.452374159349989972e-07
7.526280272623240286e-01 -2.452650892534481378e-07
7.534961103387511905e-01 -2.450530012351273144e-07
7.543641934151783524e-01 -2.452771588292742107e-07
7.552322764916054032e-01 -2.450863814186850315e-07
7.561003595680325651e-01 -2.450946203836026499e-07
7.569684426444597269e-01 -2.452563612050456018e-07
7.578365257208868888e-01 -2.450194171001063862e-07
7.587046087973139397e-01 -2.452219798204679827e-07
7.595726918737411015e-01 -2.451483974196410895e-07
7.604407749501682634e-01 -2.450159115390519759e-07
7.613088580265954253e-01 -2.452318898170483544e-07
7.621769411030224761e-01 -2.450037508222856433e-07
7.630450241794496380e-01 -2.451188368277578921e-07
7.639131072558767999e-01 -2.451992065189108895e-07
7.647811903323039617e-01 -2.449973164921849994e-07
7.656492734087310126e-01 -2.452295203417377045e-07
7.665173564851581745e-01 -2.450689047167570084e-07
